,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2024-04-01,AAPL,171.19000244140625,171.25,169.47999572753906,169.79969787597656,46240500.0,0.0,-2.47438662387475,176.83847371329023,167.12499064217855,41.32628877179103,-79.84701176646571,14.21874612784281,175.19570719401042,181.18426081339518,13.649999618530273,83.8794298531907
0,2024-04-01,AMGN,282.1099853515625,283.8299865722656,279.0,281.04388427734375,1868600.0,0.0,-0.6553702064643403,284.08159472003433,265.27559216961413,50.0849029836695,51.54852684080875,1.5146822678718026,276.50611267089846,289.0320719401042,13.649999618530273,83.8794298531907
0,2024-04-01,AXP,227.44000244140625,228.57000732421875,226.8300018310547,226.23312377929688,1616700.0,0.0,4.1068943093446535,229.23683129578774,214.57409399718102,67.46394674618927,114.87446621704656,23.11349921224191,219.38679097493488,207.1012280782064,13.649999618530273,83.8794298531907
0,2024-04-01,BA,192.24000549316406,192.8699951171875,189.02999877929688,189.5,5107800.0,0.0,-3.4657884450078598,205.09915012548004,175.46285091211763,42.69233345207886,-35.7924220835846,12.781183575404697,194.31466674804688,203.80616709391276,13.649999618530273,83.8794298531907
0,2024-04-01,CAT,367.4800109863281,367.92999267578125,362.6400146484375,360.94891357421875,1953800.0,0.0,10.679946369346737,368.841573322697,323.99297867925617,68.40880150829139,129.53828102435315,56.324457425736526,338.5127329508463,318.6963673909505,13.649999618530273,83.8794298531907
0,2024-04-01,CRM,301.69000244140625,303.510009765625,299.989990234375,301.7902526855469,2918100.0,0.0,2.546423281655052,311.6851483509796,295.16337764999696,57.15410643724279,4.163416911713995,2.4937830311722364,301.04888509114585,289.17106399536135,13.649999618530273,83.8794298531907
0,2024-04-01,CSCO,49.959999084472656,50.20000076293945,49.869998931884766,49.21287536621094,15138100.0,0.0,0.1181696078160428,49.58198025901695,47.91340929786781,51.727873179644774,101.18044877567999,7.665186454830562,48.370697275797525,49.05011138916016,13.649999618530273,83.8794298531907
0,2024-04-01,CVX,158.27000427246094,159.58999633789062,156.94000244140625,157.48968505859375,6285700.0,0.0,1.7028338469446282,158.5705494213993,145.96330525389365,60.10248121669137,152.48094909841836,41.50314917983792,152.26313120524088,148.76253458658854,13.649999618530273,83.8794298531907
0,2024-04-01,DIS,122.05999755859375,122.4000015258789,120.77999877929688,120.97189331054688,8419700.0,0.0,3.6932832022778257,122.3391393673478,106.59965457796471,70.95209717525391,172.55440401933447,56.31401209568169,112.66256637573242,104.69880663553873,13.649999618530273,83.8794298531907
0,2024-04-01,GS,416.67999267578125,417.95001220703125,412.0,411.02264404296875,1863900.0,0.0,7.514555410129162,417.1343175795919,371.91265202490035,62.78252842326439,172.94408531641693,45.900394228453,391.2718861897786,384.5916392008464,13.649999618530273,83.8794298531907
0,2024-04-01,HD,381.4700012207031,383.1400146484375,367.8399963378906,365.48919677734375,4333200.0,0.0,3.6343147943163103,389.54739631710885,362.95823112429736,51.50836506713252,-41.323169903960334,3.28662084961387,373.31874593098956,362.1574228922526,13.649999618530273,83.8794298531907
0,2024-04-01,HON,205.38999938964844,205.88999938964844,201.88999938964844,200.94606018066406,2221900.0,0.0,1.2242323519485865,203.96710299268287,194.38378201708278,53.459395805071296,134.33936209592545,2.6487429786348327,198.45981190999348,197.83943557739258,13.649999618530273,83.8794298531907
0,2024-04-01,IBM,190.0,190.4600067138672,188.52000427246094,187.964111328125,2364300.0,0.0,1.1450500099229828,196.20654896249215,185.50227977285942,56.634886652499,-9.02185459945521,1.3792105988372212,188.23871409098308,180.8498156229655,13.649999618530273,83.8794298531907
0,2024-04-01,INTC,44.290000915527344,45.40999984741211,44.18000030517578,44.33990478515625,31712600.0,0.0,-0.13961724118504293,45.93543235885409,40.75047309768888,52.121762816621235,92.81561629440733,13.151457412614413,43.23870951334636,44.231732813517254,13.649999618530273,83.8794298531907
0,2024-04-01,JNJ,157.72000122070312,158.14999389648438,156.77000427246094,156.5148162841797,4364700.0,0.0,-0.5212102339048101,161.2889694357517,152.63643797391626,50.188161242081215,-45.08567432884229,3.2886161063203634,157.62022145589194,157.23342514038086,13.649999618530273,83.8794298531907
0,2024-04-01,JPM,199.99000549316406,200.94000244140625,198.57000732421875,196.69638061523438,7309000.0,0.0,4.57790935506921,199.6181102250933,181.67268262158638,69.6617296697561,137.43744405934697,48.59842144937714,187.38459014892578,179.0020393371582,13.649999618530273,83.8794298531907
0,2024-04-01,KO,61.18000030517578,61.29999923706055,60.630001068115234,60.21278762817383,11668700.0,0.0,0.34144725440828694,61.02083013406167,58.270891591402204,55.952614488930664,84.26636284533451,5.555674795208829,59.60600331624349,59.24571469624837,13.649999618530273,83.8794298531907
0,2024-04-01,MCD,281.5,281.54998779296875,278.6400146484375,278.41241455078125,2408800.0,0.0,-2.7158016382427377,295.15908520629813,271.80193163940504,44.790890420688065,-92.61861577814189,18.358704221454087,285.9570343017578,287.5694290161133,13.649999618530273,83.8794298531907
0,2024-04-01,MMM,91.05000305175781,94.33999633789062,88.2300033569336,93.37152099609375,13004800.0,0.0,2.8948297416043687,94.99423729000698,73.69937843264928,65.84931366453586,125.17454248672193,46.62321032724758,81.6718526204427,81.60208778381347,13.649999618530273,83.8794298531907
0,2024-04-01,MRK,131.67999267578125,131.92999267578125,130.11000061035156,130.21102905273438,5377600.0,0.0,1.6271070540421277,130.23715678023206,116.48751286698473,67.29595965234367,128.6284623026038,40.90691446807717,124.45827356974284,122.34159812927246,13.649999618530273,83.8794298531907
0,2024-04-01,MSFT,423.95001220703125,427.8900146484375,422.2200012207031,423.8055725097656,16316000.0,0.0,4.569682629241981,433.40974876057703,399.5737747989933,59.074499758605924,101.79555244037608,25.80089149258655,413.51280110677084,405.2135971069336,13.649999618530273,83.8794298531907
0,2024-04-01,NKE,93.80999755859375,93.91999816894531,91.69000244140625,92.19969177246094,10360000.0,0.0,-2.379274020443688,103.53953970722526,91.29905587382942,38.470614890485635,-155.28283572682005,32.98217160988231,99.45437240600586,100.81827761332194,13.649999618530273,83.8794298531907
0,2024-04-01,PG,161.77999877929688,162.07000732421875,159.8000030517578,158.59593200683594,5971900.0,0.0,0.8445282055514838,161.09559554470977,157.2033927975754,56.28964125806644,16.367439856804438,0.551738505141431,158.62159779866536,155.1003158569336,13.649999618530273,83.8794298531907
0,2024-04-01,TRV,229.80999755859375,230.0,227.30999755859375,227.03500366210938,801300.0,0.0,3.375069532468899,229.21028768094737,214.4029142233495,68.42398754601746,162.84033567131507,45.77243268024423,220.59559224446613,212.89328486124674,13.649999618530273,83.8794298531907
0,2024-04-01,UNH,494.4700012207031,495.7799987792969,488.70001220703125,487.63134765625,2928700.0,0.0,-2.7858424452816735,499.48276464353154,469.79074304689817,44.67288135884038,-23.00449135169778,17.251789954625675,492.9802185058594,503.379167175293,13.649999618530273,83.8794298531907
0,2024-04-01,V,280.3599853515625,280.8900146484375,276.7900085449219,277.76593017578125,5084000.0,0.0,0.425475058364043,289.36030960467923,274.7167655906333,52.186181354844265,-82.8059784082043,5.920702566873167,281.73792521158856,276.0040598551432,13.649999618530273,83.8794298531907
0,2024-04-01,VZ,41.9900016784668,42.34000015258789,41.529998779296875,40.936302185058594,15031600.0,0.0,0.3783151121293571,40.6059799913685,37.61063110787467,62.41301855899789,244.75498880276604,35.43895650827606,39.0921688079834,39.09548435211182,13.649999618530273,83.8794298531907
