time/fps,time/iterations,train/n_updates,time/time_elapsed,train/reward,train/explained_variance,train/value_loss,train/std,train/learning_rate,train/policy_loss,time/total_timesteps,train/entropy_loss
113,4300,4299,188,0.85080343,1.1920928955078125e-07,1.0387156009674072,1.0296802520751953,0.0007,-13.116961479187012,21500,-41.96240997314453
113,4400,4399,193,0.2520988,0.0,2.366191864013672,1.030556082725525,0.0007,-63.66643142700195,22000,-41.992794036865234
113,4500,4499,197,1.1143419,0.0,2.3543713092803955,1.029402732849121,0.0007,18.77373695373535,22500,-41.959102630615234
113,4600,4599,201,1.4979218,-0.18142342567443848,2.434823751449585,1.030502438545227,0.0007,-56.21281051635742,23000,-41.986812591552734
113,4700,4699,206,0.255586,0.0,0.20130817592144012,1.0332845449447632,0.0007,14.6596040725708,23500,-42.06429672241211
114,4800,4799,210,8.77778,1.1920928955078125e-07,4.6857523918151855,1.0331902503967285,0.0007,12.860504150390625,24000,-42.06121826171875
114,4900,4899,214,-0.117564924,0.0,6.164700984954834,1.0343416929244995,0.0007,-78.38382720947266,24500,-42.09339141845703
114,5000,4999,219,0.44598994,-0.18284332752227783,1.5095897912979126,1.033564567565918,0.0007,-29.2102108001709,25000,-42.0678596496582
114,5100,5099,223,0.22472256,0.04623520374298096,1.6005388498306274,1.0364949703216553,0.0007,8.472599983215332,25500,-42.1561393737793
114,5200,5199,227,0.18114966,0.0,2.64982533454895,1.0374163389205933,0.0007,59.1326904296875,26000,-42.175697326660156
114,5300,5299,231,1.8579555,0.0,9.028433799743652,1.0393027067184448,0.0007,-125.61125946044922,26500,-42.230037689208984
114,5400,5399,236,0.08895104,0.0,0.17438209056854248,1.0398136377334595,0.0007,8.641807556152344,27000,-42.244842529296875
114,5500,5499,240,1.3657982,0.0,5.3460822105407715,1.0388810634613037,0.0007,-42.638648986816406,27500,-42.21466827392578
114,5600,5599,244,-0.5920384,0.016005218029022217,6.632762908935547,1.0402698516845703,0.0007,-107.8345947265625,28000,-42.25617980957031
114,5700,5699,249,-0.33965808,0.0,2.5537102222442627,1.0377615690231323,0.0007,27.657873153686523,28500,-42.181884765625
114,5800,5799,253,-0.33319846,-1.1920928955078125e-07,1.4310418367385864,1.03759765625,0.0007,42.85783004760742,29000,-42.1744499206543
114,5900,5899,257,1.1148318,0.0,3.560814380645752,1.0382053852081299,0.0007,27.033491134643555,29500,-42.19012451171875
114,6000,5999,262,1.3095053,0.001869499683380127,193.90281677246094,1.0386531352996826,0.0007,-495.80322265625,30000,-42.20937728881836
114,6100,6099,266,-10.847629,0.0,52.192562103271484,1.0395500659942627,0.0007,256.0989074707031,30500,-42.226192474365234
114,6200,6199,270,-0.60244745,0.0,6.814530849456787,1.039542555809021,0.0007,-97.804931640625,31000,-42.22560119628906
114,6300,6299,275,0.23692362,-2.1457672119140625e-06,15.805068016052246,1.0392510890960693,0.0007,120.4069595336914,31500,-42.21236801147461
114,6400,6399,279,0.4914602,-2.384185791015625e-07,1.7940971851348877,1.0391544103622437,0.0007,-38.89430618286133,32000,-42.21728515625
114,6500,6499,283,-1.4148523,0.0,42.7569580078125,1.0409480333328247,0.0007,-244.5902862548828,32500,-42.258575439453125
114,6600,6599,288,-4.603268,1.1920928955078125e-07,4.090430736541748,1.0421451330184937,0.0007,27.902143478393555,33000,-42.28937530517578
114,6700,6699,292,1.193576,0.0,22.251245498657227,1.042648196220398,0.0007,148.0121307373047,33500,-42.306678771972656
114,6800,6799,296,-0.21400067,-1.1920928955078125e-07,0.8489591479301453,1.0442203283309937,0.0007,23.610595703125,34000,-42.35685348510742
114,6900,6899,300,0.9718909,-0.03297007083892822,0.8634292483329773,1.0469374656677246,0.0007,38.244964599609375,34500,-42.430206298828125
114,7000,6999,305,0.16861232,0.0,30.084716796875,1.0476104021072388,0.0007,-229.5514373779297,35000,-42.456153869628906
114,7100,7099,309,-1.8429532,-0.0706099271774292,34.342777252197266,1.0471378564834595,0.0007,-227.9248046875,35500,-42.44169235229492
114,7200,7199,313,0.12034973,0.0,109.0720443725586,1.0477776527404785,0.0007,-53.758419036865234,36000,-42.46548080444336
114,7300,7299,318,-6.151787,0.0,147.4479217529297,1.0484490394592285,0.0007,-498.3340759277344,36500,-42.477779388427734
114,7400,7399,322,0.35761383,-0.021174907684326172,0.4112071096897125,1.0478243827819824,0.0007,-4.829151153564453,37000,-42.45703125
114,7500,7499,326,1.3079444,-0.010805964469909668,0.4086342751979828,1.0513899326324463,0.0007,-12.267155647277832,37500,-42.55843734741211
114,7600,7599,331,-0.6513022,0.20620769262313843,3.470848560333252,1.0510698556900024,0.0007,60.9327392578125,38000,-42.54042053222656
114,7700,7699,335,0.39888042,-0.04144930839538574,11.313830375671387,1.0527607202529907,0.0007,84.7268295288086,38500,-42.585628509521484
114,7800,7799,339,22.280268,-0.009052515029907227,331.4893493652344,1.0516235828399658,0.0007,-717.6163940429688,39000,-42.55012130737305
114,7900,7899,344,-9.598944,0.0,93.50984191894531,1.0480663776397705,0.0007,-166.80235290527344,39500,-42.448707580566406
114,8000,7999,348,-2.7266855,0.0,86.8194808959961,1.0506701469421387,0.0007,-346.0906677246094,40000,-42.518001556396484
114,8100,8099,352,-0.31438327,0.0,0.3998549282550812,1.0530710220336914,0.0007,-14.843902587890625,40500,-42.58881378173828
114,8200,8199,357,-2.5704072,1.1920928955078125e-07,0.11129658669233322,1.055195689201355,0.0007,-3.9056923389434814,41000,-42.6485481262207
114,8300,8299,361,-1.303591,0.12125903367996216,1.6920099258422852,1.0560543537139893,0.0007,-9.309967041015625,41500,-42.67167282104492
114,8400,8399,365,0.015418335,-1.1920928955078125e-07,11.8872709274292,1.0566409826278687,0.0007,137.61448669433594,42000,-42.69001388549805
114,8500,8499,370,7.410561,0.0,197.5846710205078,1.058384895324707,0.0007,525.4055786132812,42500,-42.74158477783203
114,8600,8599,374,-5.11258,2.562999725341797e-06,11.695527076721191,1.0571902990341187,0.0007,-17.617069244384766,43000,-42.70399475097656
114,8700,8699,378,-0.50025415,0.005956292152404785,3.747795581817627,1.0589609146118164,0.0007,55.778114318847656,43500,-42.74372482299805
114,8800,8799,383,-1.4464025,0.0007193088531494141,2.2650551795959473,1.0593006610870361,0.0007,-21.566322326660156,44000,-42.76136779785156
114,8900,8899,387,2.649208,0.0,3.980921506881714,1.0586762428283691,0.0007,-46.49757766723633,44500,-42.744468688964844
114,9000,8999,391,-2.6409197,0.0,6.418139934539795,1.0592763423919678,0.0007,43.96511459350586,45000,-42.754791259765625
114,9100,9099,395,2.9976363,1.1920928955078125e-07,36.8705940246582,1.0600361824035645,0.0007,222.0571746826172,45500,-42.7828483581543
114,9200,9199,400,-4.0843287,0.0,28.61676597595215,1.0596809387207031,0.0007,-213.5361328125,46000,-42.77275466918945
114,9300,9299,404,0.39695305,0.0,2.944988250732422,1.0603017807006836,0.0007,69.6817855834961,46500,-42.78839111328125
114,9400,9399,408,-1.4332821,-1.1920928955078125e-07,24.46268653869629,1.060607671737671,0.0007,-216.7122802734375,47000,-42.80012893676758
114,9500,9499,413,-0.5201177,0.0,9.121923446655273,1.061874508857727,0.0007,-123.5805435180664,47500,-42.831382751464844
114,9600,9599,417,-5.7818704,0.0,53.58662796020508,1.06118643283844,0.0007,210.964599609375,48000,-42.81111526489258
114,9700,9699,421,-3.093362,1.1920928955078125e-07,176.11956787109375,1.057800054550171,0.0007,466.7985534667969,48500,-42.7169189453125
114,9800,9799,426,3.663532,-1.1920928955078125e-07,26.20916748046875,1.05613374710083,0.0007,155.1990509033203,49000,-42.67724609375
114,9900,9899,430,0.9318518,-2.384185791015625e-07,0.7820760607719421,1.0575718879699707,0.0007,-29.64615821838379,49500,-42.71534729003906
114,10000,9999,435,0.8775914,0.0,4.991997718811035,1.057644009590149,0.0007,94.04366302490234,50000,-42.71770477294922
