date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2024-01-02,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
2024-01-03,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.03035689890384674,0.023636717349290848,0.023636717349290848,0.06425125896930695,0.023636717349290848,0.023636717349290848,0.03187961131334305,0.023636717349290848,0.05678737163543701,0.023636717349290848,0.05197306349873543,0.03980439528822899,0.06425125896930695,0.023636717349290848,0.06425125896930695,0.024343453347682953,0.06425125896930695,0.06425125896930695,0.03107924945652485,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.034332092851400375,0.023636717349290848
2024-01-04,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.03035689890384674,0.023636717349290848,0.023636717349290848,0.06425125896930695,0.023636717349290848,0.023636717349290848,0.03187961131334305,0.023636717349290848,0.05678737163543701,0.023636717349290848,0.05197306349873543,0.03980439528822899,0.06425125896930695,0.023636717349290848,0.06425125896930695,0.024343453347682953,0.06425125896930695,0.06425125896930695,0.03107924945652485,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.034332092851400375,0.023636717349290848
2024-01-05,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.03035689890384674,0.023636717349290848,0.023636717349290848,0.06425125896930695,0.023636717349290848,0.023636717349290848,0.03187961131334305,0.023636717349290848,0.05678737163543701,0.023636717349290848,0.05197306349873543,0.03980439528822899,0.06425125896930695,0.023636717349290848,0.06425125896930695,0.024343453347682953,0.06425125896930695,0.06425125896930695,0.03107924945652485,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.034332092851400375,0.023636717349290848
2024-01-08,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.03035689890384674,0.023636717349290848,0.023636717349290848,0.06425125896930695,0.023636717349290848,0.023636717349290848,0.03187961131334305,0.023636717349290848,0.05678737163543701,0.023636717349290848,0.05197306349873543,0.03980439528822899,0.06425125896930695,0.023636717349290848,0.06425125896930695,0.024343453347682953,0.06425125896930695,0.06425125896930695,0.03107924945652485,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.034332092851400375,0.023636717349290848
2024-01-09,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.03035689890384674,0.023636717349290848,0.023636717349290848,0.06425125896930695,0.023636717349290848,0.023636717349290848,0.03187961131334305,0.023636717349290848,0.05678737163543701,0.023636717349290848,0.05197306349873543,0.03980439528822899,0.06425125896930695,0.023636717349290848,0.06425125896930695,0.024343453347682953,0.06425125896930695,0.06425125896930695,0.03107924945652485,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.034332092851400375,0.023636717349290848
2024-01-10,0.02363584004342556,0.02363584004342556,0.02363584004342556,0.02363584004342556,0.02363584004342556,0.030358564108610153,0.02363584004342556,0.02363584004342556,0.06424888223409653,0.02363584004342556,0.02363584004342556,0.031874824315309525,0.02363584004342556,0.05680197849869728,0.02363584004342556,0.05198598653078079,0.039809700101614,0.06424888223409653,0.02363584004342556,0.06424888223409653,0.024348054081201553,0.06424888223409653,0.06424888223409653,0.031074054539203644,0.02363584004342556,0.02363584004342556,0.02363584004342556,0.034328997135162354,0.02363584004342556
2024-01-11,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.03035689890384674,0.023636717349290848,0.023636717349290848,0.06425125896930695,0.023636717349290848,0.023636717349290848,0.03187961131334305,0.023636717349290848,0.05678737163543701,0.023636717349290848,0.05197306349873543,0.03980439528822899,0.06425125896930695,0.023636717349290848,0.06425125896930695,0.024343453347682953,0.06425125896930695,0.06425125896930695,0.03107924945652485,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.034332092851400375,0.023636717349290848
2024-01-12,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.03035689890384674,0.023636717349290848,0.023636717349290848,0.06425125896930695,0.023636717349290848,0.023636717349290848,0.03187961131334305,0.023636717349290848,0.05678737163543701,0.023636717349290848,0.05197306349873543,0.03980439528822899,0.06425125896930695,0.023636717349290848,0.06425125896930695,0.024343453347682953,0.06425125896930695,0.06425125896930695,0.03107924945652485,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.034332092851400375,0.023636717349290848
2024-01-16,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.03035689890384674,0.023636717349290848,0.023636717349290848,0.06425125896930695,0.023636717349290848,0.023636717349290848,0.03187961131334305,0.023636717349290848,0.05678737163543701,0.023636717349290848,0.05197306349873543,0.03980439528822899,0.06425125896930695,0.023636717349290848,0.06425125896930695,0.024343453347682953,0.06425125896930695,0.06425125896930695,0.03107924945652485,0.023636717349290848,0.023636717349290848,0.023636717349290848,0.034332092851400375,0.023636717349290848
2024-01-17,0.023419274017214775,0.023419274017214775,0.023419274017214775,0.023419274017214775,0.023419274017214775,0.03085486963391304,0.023419274017214775,0.023419274017214775,0.06366018950939178,0.023419274017214775,0.023419274017214775,0.03061854839324951,0.023419274017214775,0.060309313237667084,0.023419274017214775,0.05530921369791031,0.040900010615587234,0.06366018950939178,0.023419274017214775,0.06366018950939178,0.025567401200532913,0.06366018950939178,0.06366018950939178,0.029834860935807228,0.023419274017214775,0.023419274017214775,0.023419274017214775,0.03359641879796982,0.023419274017214775
2024-01-18,0.023419087752699852,0.023419087752699852,0.023419087752699852,0.023419087752699852,0.023419087752699852,0.030855296179652214,0.023419087752699852,0.023419087752699852,0.0636596828699112,0.023419087752699852,0.023419087752699852,0.03061746247112751,0.023419087752699852,0.060312189161777496,0.023419087752699852,0.05531229451298714,0.04090069979429245,0.0636596828699112,0.023419087752699852,0.0636596828699112,0.02556845173239708,0.0636596828699112,0.0636596828699112,0.029833903536200523,0.023419087752699852,0.023419087752699852,0.023419087752699852,0.03359583765268326,0.023419087752699852
2024-01-19,0.023419087752699852,0.023419087752699852,0.023419087752699852,0.023419087752699852,0.023419087752699852,0.030855296179652214,0.023419087752699852,0.023419087752699852,0.0636596828699112,0.023419087752699852,0.023419087752699852,0.03061746247112751,0.023419087752699852,0.060312189161777496,0.023419087752699852,0.05531229451298714,0.04090069979429245,0.0636596828699112,0.023419087752699852,0.0636596828699112,0.02556845173239708,0.0636596828699112,0.0636596828699112,0.029833903536200523,0.023419087752699852,0.023419087752699852,0.023419087752699852,0.03359583765268326,0.023419087752699852
