train/reward,time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/std,train/learning_rate,train/entropy_loss,train/clip_range,train/approx_kl,train/explained_variance,train/loss
2.687328,122,35,71680,586,340,0.300537109375,-0.01759883452905342,14.272367775440216,1.0542031526565552,0.00025,-42.6210462808609,0.2,0.042006005,0.05964672565460205,7.025345802307129
0.5656706,121,36,73728,606,350,0.24560546875,-0.01275300546840299,62.008402585983276,1.05693781375885,0.00025,-42.70218584537506,0.2,0.020676117,0.012870967388153076,24.50102996826172
-1.1454248,119,37,75776,632,360,0.176171875,-0.008442684693727642,64.20560755729676,1.0587866306304932,0.00025,-42.76377120018005,0.2,0.015034515,0.044841885566711426,35.4184684753418
-0.5695723,119,38,77824,649,370,0.3015625,-0.017992434243205936,12.525954985618592,1.0602871179580688,0.00025,-42.80782465934753,0.2,0.030290168,0.19324535131454468,6.264066696166992
2.234563,119,39,79872,665,380,0.273291015625,-0.01100302314152941,62.231104779243466,1.0623915195465088,0.00025,-42.86208982467652,0.2,0.02671087,0.011403560638427734,36.2547607421875
4.048231,119,40,81920,686,390,0.2724609375,-0.00810475677717477,61.99360995292663,1.0638904571533203,0.00025,-42.90758593082428,0.2,0.037975937,0.02703171968460083,39.1139030456543
-1.5071899,118,41,83968,709,400,0.399755859375,-0.01176573652192019,14.380040591955185,1.0671964883804321,0.00025,-42.97466244697571,0.2,0.04134204,-0.006140470504760742,7.21234130859375
-4.5183682,118,42,86016,725,410,0.29873046875,-0.0033769696223316715,53.46171038150787,1.0690306425094604,0.00025,-43.03586914539337,0.2,0.04016718,0.019438564777374268,38.63148498535156
3.2637422,118,43,88064,742,420,0.269189453125,-0.005961941785062663,72.42791864871978,1.0716710090637207,0.00025,-43.09683473110199,0.2,0.022846151,-0.025059223175048828,43.21123123168945
0.6424039,118,44,90112,759,430,0.408740234375,-0.010718343508779071,18.84003108739853,1.075537919998169,0.00025,-43.20763139724731,0.2,0.044128966,0.07178157567977905,6.070850849151611
-3.4023952,118,45,92160,775,440,0.2177734375,-0.011621549428673461,70.36626276969909,1.0769940614700317,0.00025,-43.25649902820587,0.2,0.028302006,0.021032094955444336,30.766586303710938
2.5716805,118,46,94208,792,450,0.298583984375,-0.009271552506834268,64.85779423713684,1.0785948038101196,0.00025,-43.302601957321166,0.2,0.032482114,0.013128995895385742,27.930917739868164
2.005062,119,47,96256,808,460,0.336865234375,-0.010945485741831362,17.987421265244485,1.0818941593170166,0.00025,-43.36190915107727,0.2,0.029885318,0.07946723699569702,7.200810432434082
-1.766729,119,48,98304,825,470,0.266845703125,-0.011126846360275522,73.79651119709015,1.0849212408065796,0.00025,-43.45684823989868,0.2,0.025103576,0.1142585277557373,49.36878204345703
-0.4707963,119,49,100352,842,480,0.26611328125,-0.006071311942650937,107.30817687511444,1.0851342678070068,0.00025,-43.49461102485657,0.2,0.025526796,-0.0084153413772583,33.42363739013672
1.6835158,119,50,102400,858,490,0.292138671875,-0.021190291462698952,19.251855045557022,1.0872756242752075,0.00025,-43.51992402076721,0.2,0.031133806,-0.0008816719055175781,6.235634803771973
-1.3771515,119,51,104448,875,500,0.232421875,-0.010902894841274246,50.38885877132416,1.0893356800079346,0.00025,-43.57990720272064,0.2,0.026079595,0.04148787260055542,19.747037887573242
3.0656502,119,52,106496,891,510,0.24912109375,-0.008199495685403235,73.35887279510499,1.0904886722564697,0.00025,-43.62778480052948,0.2,0.030442983,0.029661953449249268,29.437480926513672
-1.1117042,119,53,108544,908,520,0.347412109375,-0.005974110803799703,21.3496150970459,1.0933741331100464,0.00025,-43.670439052581784,0.2,0.036334284,0.01188361644744873,9.75169849395752
8.548107,119,54,110592,924,530,0.184228515625,-0.008005900034913794,163.90012307167052,1.0939340591430664,0.00025,-43.72425105571747,0.2,0.018591603,0.033769428730010986,82.69782257080078
0.11976751,119,55,112640,941,540,0.207763671875,-0.0037362361210398374,129.85371880531312,1.0947024822235107,0.00025,-43.744128704071045,0.2,0.023208614,-0.0014399290084838867,86.52276611328125
-0.071888514,119,56,114688,958,550,0.29765625,-0.009815650701057166,28.51544572710991,1.0970302820205688,0.00025,-43.77544281482697,0.2,0.03557357,0.0039070844650268555,12.591279983520508
-6.731441,119,57,116736,974,560,0.2607421875,-0.010625988565152511,90.41209626197815,1.1001936197280884,0.00025,-43.85230939388275,0.2,0.024322703,0.03128153085708618,37.715213775634766
3.2692945,119,58,118784,991,570,0.278857421875,0.0021888435643631966,235.08909978866578,1.1011568307876587,0.00025,-43.90798895359039,0.2,0.027901325,-0.0057288408279418945,101.60566711425781
-0.5009634,119,59,120832,1007,580,0.26982421875,-0.00845331051677931,57.63569576740265,1.1028496026992798,0.00025,-43.94279146194458,0.2,0.033747192,0.02126377820968628,31.180646896362305
-11.2160015,119,60,122880,1025,590,0.1845703125,-0.008322488702833652,161.26969833374022,1.1032952070236206,0.00025,-43.968656063079834,0.2,0.019720457,0.010437965393066406,49.91265106201172
-1.1039166,119,61,124928,1041,600,0.2271484375,-0.006557498016627505,124.04182939529419,1.1035661697387695,0.00025,-43.97710640430451,0.2,0.022951026,0.014518380165100098,38.13578796386719
-1.0927452,119,62,126976,1058,610,0.333984375,0.001039623556425795,51.76079268455506,1.107518196105957,0.00025,-44.028152632713315,0.2,0.046557426,0.12634319067001343,34.6171875
-0.9827723,120,63,129024,1075,620,0.260986328125,-0.006467750488081947,97.05712063312531,1.1109932661056519,0.00025,-44.12478687763214,0.2,0.028527506,0.02563256025314331,29.129100799560547
-0.03246794,120,64,131072,1091,630,0.17041015625,-0.006590511201648041,53.6994282245636,1.1123923063278198,0.00025,-44.18873634338379,0.2,0.02154871,-0.0016481876373291016,38.28185272216797
0.011544363,120,65,133120,1108,640,0.280224609375,-0.011713366128969938,20.588546007871628,1.115544319152832,0.00025,-44.245961451530455,0.2,0.030466214,0.10313534736633301,8.973251342773438
10.769455,120,66,135168,1124,650,0.246044921875,-0.004440595576306805,114.47237210273742,1.1159254312515259,0.00025,-44.30245175361633,0.2,0.025932305,0.0556643009185791,60.46851348876953
2.304965,120,67,137216,1141,660,0.28544921875,-0.007136787119088694,86.60150690078736,1.1176363229751587,0.00025,-44.32825171947479,0.2,0.021817083,0.014992117881774902,36.3409309387207
1.383325,120,68,139264,1157,670,0.370751953125,-0.005020282056648284,24.369688034057617,1.1212812662124634,0.00025,-44.38850345611572,0.2,0.06382125,0.05419355630874634,17.127531051635742
-11.132366,120,69,141312,1174,680,0.321728515625,0.0011193931859452277,161.92108497619628,1.1237736940383911,0.00025,-44.46962280273438,0.2,0.05199394,0.03838789463043213,73.33023071289062
-3.0157712,120,70,143360,1191,690,0.3431640625,0.0006038163730408997,82.53186955451966,1.126123309135437,0.00025,-44.53427715301514,0.2,0.0426295,-0.04101395606994629,54.605960845947266
2.6878824,120,71,145408,1207,700,0.391748046875,-0.0037197536294115707,37.23082526922226,1.1265941858291626,0.00025,-44.57064955234527,0.2,0.045115165,0.11314427852630615,16.631851196289062
0.45997187,120,72,147456,1224,710,0.303955078125,-0.0005047220911365002,145.15033149719238,1.1291730403900146,0.00025,-44.60569837093353,0.2,0.032480083,0.07920050621032715,54.260250091552734
0.8783838,120,73,149504,1241,720,0.24267578125,-0.003570196661166847,71.93955633640289,1.1299309730529785,0.00025,-44.65378265380859,0.2,0.030746121,-0.016381382942199707,28.564231872558594
0.3365096,120,74,151552,1257,730,0.291455078125,-0.012733742644195445,18.349189710617065,1.1315088272094727,0.00025,-44.67582085132599,0.2,0.031784378,0.16334956884384155,10.911434173583984
5.165838,120,75,153600,1274,740,0.183984375,-0.008641060511581599,104.74953620433807,1.1321461200714111,0.00025,-44.71080167293549,0.2,0.025489591,0.0641106367111206,31.175500869750977
0.08137186,120,76,155648,1290,750,0.3833984375,0.008622275374364108,67.42466599941254,1.1338826417922974,0.00025,-44.73485703468323,0.2,0.04891629,0.0409548282623291,42.29278564453125
-0.5389099,120,77,157696,1307,760,0.3099609375,-0.008741772727807984,24.37401356101036,1.1375377178192139,0.00025,-44.80790674686432,0.2,0.035724506,0.2448762059211731,8.28566837310791
7.6667237,120,78,159744,1324,770,0.227734375,-0.0015395845024613664,82.0550010919571,1.1395723819732666,0.00025,-44.88504886627197,0.2,0.0257382,0.0029842257499694824,36.09812545776367
1.400869,120,79,161792,1340,780,0.22265625,-0.013491043954854832,56.13897337913513,1.140854835510254,0.00025,-44.92340087890625,0.2,0.020872695,0.04942899942398071,33.63216018676758
0.93301505,120,80,163840,1357,790,0.235986328125,-0.015591749118175357,19.996301418542863,1.1415071487426758,0.00025,-44.94846580028534,0.2,0.030694883,0.12575125694274902,5.724445819854736
-7.7658453,120,81,165888,1373,800,0.2537109375,-0.005488053176668473,82.44448382854462,1.1431756019592285,0.00025,-44.97530636787415,0.2,0.04070028,0.060047149658203125,52.13014221191406
-0.023909451,120,82,167936,1390,810,0.38349609375,0.007366448748507537,60.91283981800079,1.1446332931518555,0.00025,-45.01675271987915,0.2,0.048363037,-0.02052438259124756,30.294153213500977
-0.32408482,120,83,169984,1408,820,0.326220703125,-0.004681279955548234,25.15906116962433,1.1464847326278687,0.00025,-45.05395472049713,0.2,0.039513163,0.10579526424407959,8.16183090209961
5.2869964,120,84,172032,1425,830,0.27138671875,-0.003959396335994824,87.67404413223267,1.1478134393692017,0.00025,-45.09405403137207,0.2,0.030873543,0.08426779508590698,41.878936767578125
0.10967468,120,85,174080,1441,840,0.246875,-0.005817572213709354,55.838674092292784,1.149054765701294,0.00025,-45.12861726284027,0.2,0.02881585,0.04278695583343506,19.84556007385254
-0.7285316,120,86,176128,1459,850,0.301171875,-0.008960321632912382,23.850709784030915,1.1529330015182495,0.00025,-45.18994770050049,0.2,0.030841235,0.18496453762054443,11.052498817443848
-2.089133,120,87,178176,1475,860,0.173828125,-0.016033036931185053,70.15642700195312,1.153844952583313,0.00025,-45.2544881105423,0.2,0.014875906,0.10324954986572266,52.019527435302734
2.0557544,120,88,180224,1492,870,0.412451171875,0.01802287352620624,151.21150732040405,1.154545783996582,0.00025,-45.275753021240234,0.2,0.026687093,0.015494763851165771,58.43917465209961
0.13603267,120,89,182272,1508,880,0.346142578125,-0.0008136586169712245,118.70444557666778,1.1577156782150269,0.00025,-45.32030487060547,0.2,0.043192156,0.15170800685882568,48.994728088378906
9.880046,120,90,184320,1525,890,0.416259765625,0.023248831852106376,207.2336965084076,1.1601195335388184,0.00025,-45.39590749740601,0.2,0.057372786,0.11985570192337036,77.68994903564453
0.36644018,120,91,186368,1541,900,0.2203125,-1.2499003787524998e-05,79.8454815864563,1.159165859222412,0.00025,-45.41436276435852,0.2,0.023057412,0.04509943723678589,36.90813446044922
-0.51039284,120,92,188416,1558,910,0.204833984375,-0.009436191705754026,55.19402890205383,1.160743236541748,0.00025,-45.4183568239212,0.2,0.021642668,0.20304536819458008,35.68392562866211
0.097129054,120,93,190464,1575,920,0.177197265625,-0.01143604091485031,131.59472904205322,1.1615371704101562,0.00025,-45.449298930168155,0.2,0.0153024355,0.13654083013534546,66.85060119628906
2.1935441,120,94,192512,1599,930,0.2578125,-0.004985595453763381,40.02891377210617,1.1638336181640625,0.00025,-45.48734180927276,0.2,0.036856495,0.13922488689422607,22.27939224243164
0.16382888,120,95,194560,1618,940,0.36328125,-0.0016381936671677976,30.61811374425888,1.1649399995803833,0.00025,-45.522287702560426,0.2,0.0364161,0.3530351519584656,10.205586433410645
-13.348774,120,96,196608,1635,950,0.33642578125,0.00873483564646449,330.33175601959226,1.1700044870376587,0.00025,-45.588507294654846,0.2,0.048150297,0.09942293167114258,165.05325317382812
1.4548451,120,97,198656,1651,960,0.397607421875,0.0021601942833513023,131.66303453445434,1.1740230321884155,0.00025,-45.72861065864563,0.2,0.058017053,0.07790744304656982,38.63688278198242
1.7040497,120,98,200704,1668,970,0.306640625,-0.010455119487596675,101.73850343227386,1.1777241230010986,0.00025,-45.81374044418335,0.2,0.022717595,0.23678594827651978,48.07756042480469
